Moyenne_Generale,Note_Maths,Note_Physique,Note_Francais,Filiere_Bac,Recommendation
10.0,17.35,14.6,9.62,SM-A,ENSA / ENSAM
10.86,16.61,18.02,12.28,PC,ENSA / ENSAM
14.56,16.55,17.48,15.54,SM-B,CPGE (Prépas)
13.97,7.61,11.73,12.5,SVT,FST
13.5,18.23,17.06,16.96,SM-B,ENSA / ENSAM
10.01,13.76,13.43,16.34,SM-A,ENSA / ENSAM
12.46,10.23,6.44,14.6,Eco-Gestion,ENCG
10.0,14.91,18.58,13.89,SM-A,ENSA / ENSAM
13.54,14.32,15.26,17.77,PC,ENSA / ENSAM
17.29,13.08,9.77,10.62,Eco-Gestion,ENCG
10.0,11.78,8.07,16.09,Eco-Gestion,Faculté (Licence Fondamentale)
11.24,6.57,10.58,14.83,SVT,FST
13.99,16.68,13.57,14.98,SM-A,ENSA / ENSAM
16.76,9.34,10.93,14.96,SVT,FST
11.66,16.93,13.65,16.59,SM-B,ENSA / ENSAM
10.92,12.26,13.23,17.59,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,15.35,14.36,13.58,SVT,ENSA / ENSAM
13.31,17.59,15.43,9.37,SM-B,ENSA / ENSAM
19.13,16.61,15.51,14.75,SM-A,Medecine / Pharmacie
13.83,15.74,13.48,14.97,SM-A,ENSA / ENSAM
12.93,11.37,18.92,12.31,PC,FST
13.97,16.49,16.12,14.77,SM-B,ENSA / ENSAM
12.97,13.18,16.65,13.91,SM-B,ENSA / ENSAM
10.56,10.09,8.75,12.0,SVT,Faculté (Licence Fondamentale)
15.47,8.1,16.17,17.46,Eco-Gestion,ENCG
13.68,13.36,10.33,12.41,Eco-Gestion,ENCG
13.05,15.52,19.52,11.29,PC,ENSA / ENSAM
10.07,11.76,19.1,7.64,PC,Faculté (Licence Fondamentale)
16.91,11.98,15.51,8.32,PC,FST
14.99,18.22,16.71,11.28,SM-B,CPGE (Prépas)
11.34,18.56,17.9,12.66,SM-A,ENSA / ENSAM
16.01,15.1,19.52,15.16,SM-A,Medecine / Pharmacie
11.51,12.77,15.09,13.91,SVT,FST
10.65,10.48,11.24,16.12,Eco-Gestion,Faculté (Licence Fondamentale)
10.72,6.02,10.14,17.15,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,10.46,15.64,17.24,SVT,Faculté (Licence Fondamentale)
14.41,15.87,13.86,12.14,SM-B,CPGE (Prépas)
10.0,20.0,18.75,13.38,SM-A,ENSA / ENSAM
10.0,12.78,16.23,13.73,PC,Faculté (Licence Fondamentale)
10.0,13.51,15.16,16.97,SM-A,ENSA / ENSAM
12.74,6.6,13.48,17.12,SVT,FST
12.55,14.88,18.39,10.93,SM-A,ENSA / ENSAM
12.02,14.88,15.39,12.08,PC,ENSA / ENSAM
10.0,10.15,13.1,15.55,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,11.81,6.92,14.21,SVT,Faculté (Licence Fondamentale)
14.39,16.84,14.57,18.6,SM-B,CPGE (Prépas)
11.35,12.87,10.57,10.81,SM-A,FST
13.95,17.42,12.89,10.06,SM-A,FST
10.34,17.9,15.93,14.13,SM-B,ENSA / ENSAM
13.54,17.56,14.15,11.86,SM-B,ENSA / ENSAM
16.91,15.62,13.31,6.57,PC,CPGE (Prépas)
14.76,15.13,16.86,13.77,SM-A,CPGE (Prépas)
11.76,14.57,4.95,13.95,SVT,FST
13.77,17.31,12.3,15.59,SM-A,FST
12.28,13.78,20.0,6.47,PC,ENSA / ENSAM
13.02,16.11,9.82,8.15,SVT,FST
12.02,10.42,11.83,16.11,SVT,FST
12.51,17.17,15.27,10.1,SVT,ENSA / ENSAM
13.64,16.26,16.78,11.04,PC,ENSA / ENSAM
10.02,15.58,13.58,13.11,SM-A,ENSA / ENSAM
10.0,9.81,7.92,14.44,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,13.89,10.44,17.1,SVT,Faculté (Licence Fondamentale)
10.0,15.48,14.39,14.98,SM-B,ENSA / ENSAM
10.0,13.74,16.17,5.44,PC,ENSA / ENSAM
13.48,12.05,5.52,9.34,SVT,FST
10.32,11.33,13.91,11.35,PC,Faculté (Licence Fondamentale)
14.54,15.03,16.33,13.67,SM-B,CPGE (Prépas)
13.1,6.3,11.25,13.95,SVT,FST
10.0,15.34,14.88,13.57,SM-A,ENSA / ENSAM
14.96,15.53,12.85,12.27,PC,CPGE (Prépas)
15.43,16.53,15.25,15.55,SVT,CPGE (Prépas)
10.02,13.61,15.96,18.75,SVT,ENSA / ENSAM
14.26,13.74,14.06,12.19,PC,ENSA / ENSAM
10.43,20.0,11.86,11.59,SM-B,Faculté (Licence Fondamentale)
13.29,11.17,16.25,9.39,PC,FST
10.0,11.67,5.15,14.85,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,18.44,14.23,12.59,SM-A,ENSA / ENSAM
11.85,15.67,15.36,12.89,SM-B,ENSA / ENSAM
12.63,17.54,17.47,10.56,SM-A,ENSA / ENSAM
11.81,15.38,16.8,8.73,SM-A,ENSA / ENSAM
10.0,10.06,16.45,14.49,PC,Faculté (Licence Fondamentale)
11.8,9.83,9.26,10.72,Eco-Gestion,FST
13.81,9.4,13.08,9.46,SVT,FST
12.87,11.2,8.28,8.63,Eco-Gestion,ENCG
13.55,17.74,13.96,13.57,SM-B,ENSA / ENSAM
10.99,7.48,8.77,15.27,Eco-Gestion,Faculté (Licence Fondamentale)
16.52,20.0,11.05,12.4,SM-A,CPGE (Prépas)
10.0,13.24,9.15,15.55,SVT,Faculté (Licence Fondamentale)
14.46,9.4,11.46,11.43,Eco-Gestion,ENCG
16.55,15.66,8.97,11.94,SVT,CPGE (Prépas)
14.44,14.84,7.92,13.21,Eco-Gestion,ENCG
12.39,6.53,7.74,14.15,SVT,FST
11.42,9.03,9.37,14.48,Eco-Gestion,FST
16.11,14.84,16.65,13.65,SM-B,ENSA / ENSAM
10.0,13.31,14.72,13.96,SVT,ENSA / ENSAM
10.09,17.08,17.82,11.43,PC,ENSA / ENSAM
11.81,18.59,15.53,11.82,SM-A,ENSA / ENSAM
16.71,12.84,14.34,14.37,SVT,FST
14.14,19.64,17.17,14.57,SM-A,CPGE (Prépas)
10.1,8.92,10.46,13.21,Eco-Gestion,Faculté (Licence Fondamentale)
12.07,14.09,12.91,13.51,Eco-Gestion,ENCG
11.16,12.36,13.16,10.42,Eco-Gestion,FST
10.87,17.09,4.86,17.37,Eco-Gestion,Faculté (Licence Fondamentale)
15.94,11.86,14.01,14.09,Eco-Gestion,ENCG
10.0,16.69,16.11,15.43,SM-B,ENSA / ENSAM
17.83,15.34,17.07,9.75,SM-A,Medecine / Pharmacie
15.48,11.98,13.51,15.99,SVT,FST
16.27,16.92,14.21,15.69,SM-B,CPGE (Prépas)
11.61,14.66,18.5,12.75,SM-B,ENSA / ENSAM
12.55,12.92,12.61,13.13,SM-B,FST
10.0,16.28,18.94,9.88,SM-B,ENSA / ENSAM
11.43,16.08,12.88,11.52,SM-B,FST
14.48,19.37,12.73,14.76,SM-A,CPGE (Prépas)
16.89,13.18,10.93,14.56,SVT,FST
10.0,13.68,18.31,18.77,SM-A,ENSA / ENSAM
11.9,12.14,18.27,11.8,SVT,FST
12.55,16.8,17.86,11.62,SM-B,ENSA / ENSAM
10.0,13.24,11.78,19.18,SM-B,Faculté (Licence Fondamentale)
14.77,10.41,10.44,9.66,Eco-Gestion,ENCG
10.83,15.9,14.44,11.53,PC,ENSA / ENSAM
12.41,14.6,13.87,12.46,PC,ENSA / ENSAM
11.64,18.8,15.86,13.39,SM-A,ENSA / ENSAM
10.63,16.43,14.22,18.99,SM-A,ENSA / ENSAM
12.98,9.56,11.63,13.35,SVT,FST
12.35,15.03,14.31,12.9,Eco-Gestion,ENSA / ENSAM
11.88,12.87,11.99,6.18,SVT,FST
10.81,7.23,9.18,11.32,Eco-Gestion,Faculté (Licence Fondamentale)
13.96,11.6,17.5,13.01,PC,FST
17.96,13.57,13.49,12.87,PC,ENSA / ENSAM
13.42,4.12,10.51,13.19,Eco-Gestion,ENCG
15.99,12.73,6.31,13.67,SVT,FST
10.0,13.92,13.38,15.15,SM-A,ENSA / ENSAM
13.47,18.04,11.15,10.55,Eco-Gestion,ENCG
10.0,12.57,13.82,14.86,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,20.0,8.85,13.76,Eco-Gestion,Faculté (Licence Fondamentale)
10.78,16.65,15.46,7.15,SVT,ENSA / ENSAM
16.58,15.99,17.97,20.0,SM-A,Medecine / Pharmacie
15.85,14.11,9.9,9.97,SVT,FST
13.73,20.0,16.46,10.46,SM-B,ENSA / ENSAM
10.0,15.59,15.62,14.63,SM-B,ENSA / ENSAM
12.41,9.3,9.16,8.04,Eco-Gestion,ENCG
13.91,15.12,9.98,14.4,Eco-Gestion,ENCG
13.53,16.27,11.66,12.66,Eco-Gestion,ENCG
10.0,16.39,15.13,16.74,SM-A,ENSA / ENSAM
10.33,16.62,13.91,16.14,SM-A,ENSA / ENSAM
12.81,15.69,6.99,17.6,Eco-Gestion,ENCG
14.61,16.73,15.57,16.02,SM-A,CPGE (Prépas)
10.0,12.87,17.91,11.87,PC,Faculté (Licence Fondamentale)
12.51,7.58,8.01,14.7,Eco-Gestion,ENCG
13.43,12.11,19.22,16.57,PC,FST
15.55,16.0,11.37,13.77,SVT,CPGE (Prépas)
15.08,11.61,17.99,14.14,PC,FST
14.75,13.7,16.06,11.18,SVT,ENSA / ENSAM
10.6,11.62,11.98,10.19,SVT,Faculté (Licence Fondamentale)
10.0,11.44,12.48,12.02,Eco-Gestion,Faculté (Licence Fondamentale)
11.82,15.93,6.47,16.37,Eco-Gestion,FST
16.0,13.98,9.29,10.23,SVT,FST
17.18,11.84,13.41,16.14,SM-A,FST
15.13,15.89,17.33,11.14,SM-B,CPGE (Prépas)
14.29,15.41,14.57,10.1,PC,CPGE (Prépas)
14.14,11.68,9.01,8.37,SVT,FST
11.33,15.64,15.21,16.81,SM-B,ENSA / ENSAM
12.61,14.81,14.66,15.16,Eco-Gestion,ENSA / ENSAM
18.01,13.0,7.31,13.45,Eco-Gestion,ENCG
10.17,13.79,15.37,15.06,SVT,ENSA / ENSAM
17.84,18.48,12.94,12.02,SM-A,CPGE (Prépas)
12.03,13.29,14.48,12.56,SVT,ENSA / ENSAM
16.98,13.84,17.37,9.62,PC,ENSA / ENSAM
10.0,19.21,13.24,7.24,SM-B,ENSA / ENSAM
14.76,16.02,18.4,14.76,SM-A,CPGE (Prépas)
10.79,14.25,11.12,12.54,SVT,Faculté (Licence Fondamentale)
10.0,10.91,11.48,13.59,PC,Faculté (Licence Fondamentale)
13.66,16.63,16.69,14.87,PC,ENSA / ENSAM
16.03,19.17,15.66,12.63,SM-A,Medecine / Pharmacie
10.47,12.36,20.0,14.58,PC,Faculté (Licence Fondamentale)
10.0,12.11,13.66,16.76,PC,Faculté (Licence Fondamentale)
12.72,11.93,19.71,4.73,PC,FST
12.74,16.85,16.97,13.36,PC,ENSA / ENSAM
14.64,11.47,16.67,15.12,SVT,FST
15.85,14.19,11.56,13.53,SM-A,FST
12.82,16.0,11.96,12.83,SM-B,FST
18.57,14.85,15.02,15.18,SM-B,ENSA / ENSAM
13.67,16.99,17.82,10.84,PC,ENSA / ENSAM
11.96,13.11,11.19,9.0,SVT,FST
10.0,14.8,19.71,13.1,PC,ENSA / ENSAM
12.21,10.81,16.06,9.36,PC,FST
11.99,14.59,12.57,12.49,SVT,FST
15.88,11.01,10.36,13.02,Eco-Gestion,ENCG
14.39,14.46,12.22,16.42,SM-A,FST
10.0,15.23,15.33,13.86,SM-B,ENSA / ENSAM
13.52,12.97,7.48,7.97,SVT,FST
15.01,14.82,15.79,10.82,SM-B,ENSA / ENSAM
17.58,10.94,17.38,7.46,SVT,FST
15.66,9.73,16.69,12.87,SVT,FST
15.28,9.88,14.51,13.17,Eco-Gestion,ENCG
13.18,13.3,16.38,11.03,PC,ENSA / ENSAM
14.16,13.97,14.77,9.97,SM-A,ENSA / ENSAM
16.75,12.03,12.06,15.56,Eco-Gestion,ENCG
10.0,18.26,14.19,14.5,SM-B,ENSA / ENSAM
11.95,16.99,15.66,11.56,SM-A,ENSA / ENSAM
10.68,11.94,17.0,7.88,PC,Faculté (Licence Fondamentale)
14.14,11.2,3.34,8.99,Eco-Gestion,ENCG
16.69,9.37,14.29,15.06,SVT,FST
11.21,14.89,16.46,15.66,SM-B,ENSA / ENSAM
10.0,11.52,6.85,12.38,Eco-Gestion,Faculté (Licence Fondamentale)
11.76,11.71,7.3,14.1,Eco-Gestion,FST
15.74,16.56,15.89,13.84,SM-A,CPGE (Prépas)
14.61,17.46,14.64,13.61,SM-B,CPGE (Prépas)
14.28,15.2,13.83,17.01,SM-B,CPGE (Prépas)
12.16,11.91,16.75,11.14,SM-B,FST
10.0,14.5,15.52,8.53,SM-A,ENSA / ENSAM
14.55,14.37,13.3,12.34,SM-B,ENSA / ENSAM
10.5,14.39,18.2,18.39,SM-A,ENSA / ENSAM
19.55,5.93,12.63,15.58,SVT,FST
14.71,17.09,13.68,12.27,SM-A,CPGE (Prépas)
11.26,12.5,15.16,9.37,PC,FST
11.17,15.77,11.99,12.4,SM-B,FST
12.72,11.5,16.41,10.96,PC,FST
12.28,14.58,18.16,17.77,PC,ENSA / ENSAM
16.35,4.42,8.5,12.09,SVT,FST
13.56,13.38,6.05,10.05,Eco-Gestion,ENCG
10.81,12.39,11.25,14.13,SVT,Faculté (Licence Fondamentale)
18.67,16.89,15.68,13.58,SM-A,Medecine / Pharmacie
13.15,16.11,16.33,6.28,SM-A,ENSA / ENSAM
15.31,19.09,10.59,9.76,SM-B,CPGE (Prépas)
11.18,13.55,17.35,4.01,PC,ENSA / ENSAM
14.09,11.92,13.38,15.98,SVT,FST
13.93,9.91,10.1,11.15,Eco-Gestion,ENCG
10.0,10.82,7.9,10.33,SVT,Faculté (Licence Fondamentale)
19.05,16.87,15.26,14.47,SM-B,Medecine / Pharmacie
16.87,12.64,13.11,15.63,SVT,FST
11.81,6.77,8.44,12.31,Eco-Gestion,FST
10.0,11.93,8.99,15.74,Eco-Gestion,Faculté (Licence Fondamentale)
14.04,17.96,16.37,13.25,PC,CPGE (Prépas)
13.26,15.7,12.27,13.09,PC,FST
14.07,17.96,13.71,9.32,SM-B,CPGE (Prépas)
13.57,13.63,15.88,10.27,PC,ENSA / ENSAM
14.52,20.0,14.04,9.54,SM-A,CPGE (Prépas)
17.34,13.81,17.82,13.05,PC,ENSA / ENSAM
14.7,16.97,13.26,17.46,SM-A,CPGE (Prépas)
10.0,13.69,14.14,14.1,SVT,ENSA / ENSAM
17.09,17.65,13.25,11.53,SM-A,CPGE (Prépas)
17.92,18.69,18.12,9.56,SM-B,Medecine / Pharmacie
20.0,12.75,9.71,10.91,Eco-Gestion,ENCG
10.0,16.57,17.28,14.35,SM-B,ENSA / ENSAM
13.73,15.36,16.03,11.92,SM-B,ENSA / ENSAM
10.0,16.82,17.79,6.77,SM-B,ENSA / ENSAM
14.66,17.59,11.92,16.68,SM-B,CPGE (Prépas)
11.36,12.73,13.56,15.09,PC,FST
18.77,13.09,8.0,9.24,SVT,FST
10.68,11.44,7.39,9.82,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,16.23,13.07,14.28,SM-A,ENSA / ENSAM
11.59,18.98,14.7,13.39,SM-A,ENSA / ENSAM
10.0,18.05,7.44,16.57,SVT,Faculté (Licence Fondamentale)
15.25,18.14,16.71,16.88,SM-B,CPGE (Prépas)
10.0,16.56,13.83,16.28,SM-B,ENSA / ENSAM
13.09,15.4,14.32,13.13,Eco-Gestion,ENSA / ENSAM
10.0,14.57,15.38,15.83,SM-A,ENSA / ENSAM
12.04,18.05,14.14,13.95,SM-B,ENSA / ENSAM
17.93,11.38,17.97,10.65,PC,FST
14.08,14.36,7.55,16.09,Eco-Gestion,ENCG
10.41,14.64,14.44,15.07,PC,ENSA / ENSAM
12.91,12.82,17.5,12.18,PC,FST
13.05,6.84,8.05,11.71,SVT,FST
14.42,16.1,13.7,17.87,SVT,CPGE (Prépas)
10.0,17.31,14.93,12.43,PC,ENSA / ENSAM
14.78,10.77,8.99,7.48,SVT,FST
10.0,13.97,13.43,12.9,PC,ENSA / ENSAM
11.11,20.0,13.98,13.58,SM-B,ENSA / ENSAM
11.54,14.72,11.84,13.88,SVT,FST
14.9,13.28,15.54,10.12,PC,ENSA / ENSAM
13.07,14.54,5.78,15.91,Eco-Gestion,ENCG
10.0,7.79,13.89,11.94,Eco-Gestion,Faculté (Licence Fondamentale)
10.05,8.3,12.74,15.79,SVT,Faculté (Licence Fondamentale)
13.6,10.69,13.16,6.14,Eco-Gestion,ENCG
12.76,13.36,17.58,12.33,SM-A,ENSA / ENSAM
11.26,12.28,13.6,10.23,SM-A,FST
11.56,11.5,9.89,13.54,Eco-Gestion,FST
15.09,13.86,18.72,14.27,PC,ENSA / ENSAM
11.45,13.37,14.5,11.83,Eco-Gestion,ENSA / ENSAM
12.74,8.21,14.62,13.41,Eco-Gestion,ENCG
19.51,12.42,9.1,11.15,Eco-Gestion,ENCG
10.0,15.69,17.97,15.35,PC,ENSA / ENSAM
10.0,15.59,17.14,13.39,PC,ENSA / ENSAM
15.35,15.65,17.42,11.88,SM-A,CPGE (Prépas)
10.96,13.11,8.59,11.02,SVT,Faculté (Licence Fondamentale)
12.05,15.53,13.39,15.39,SM-A,ENSA / ENSAM
10.66,11.3,16.2,13.4,PC,Faculté (Licence Fondamentale)
12.22,10.38,15.12,13.77,PC,FST
17.8,14.86,15.59,15.03,PC,ENSA / ENSAM
15.41,13.78,16.03,13.75,PC,ENSA / ENSAM
15.59,15.85,14.65,11.54,PC,CPGE (Prépas)
10.0,12.66,15.34,17.28,PC,Faculté (Licence Fondamentale)
10.0,17.15,12.74,11.2,SM-B,Faculté (Licence Fondamentale)
10.0,16.75,13.19,10.82,SM-B,ENSA / ENSAM
10.57,16.03,9.16,15.86,Eco-Gestion,Faculté (Licence Fondamentale)
15.87,18.51,13.53,10.33,SM-B,CPGE (Prépas)
14.55,15.45,12.82,13.36,SM-A,CPGE (Prépas)
12.34,11.38,12.08,17.19,Eco-Gestion,ENCG
12.93,14.45,12.47,7.1,SVT,FST
10.93,14.89,19.45,3.97,PC,ENSA / ENSAM
13.61,17.38,14.68,10.45,SM-B,ENSA / ENSAM
15.3,17.6,18.42,15.33,SM-A,CPGE (Prépas)
10.0,10.89,8.17,13.43,SVT,Faculté (Licence Fondamentale)
13.9,15.75,15.23,12.13,PC,ENSA / ENSAM
15.8,19.64,18.16,16.45,PC,CPGE (Prépas)
11.75,7.62,8.88,13.22,SVT,FST
15.1,9.0,15.8,17.23,SVT,FST
20.0,10.4,16.35,12.99,SVT,FST
12.69,20.0,15.29,14.73,SM-A,ENSA / ENSAM
14.18,16.2,14.83,14.53,Eco-Gestion,CPGE (Prépas)
10.79,11.58,12.54,10.55,Eco-Gestion,Faculté (Licence Fondamentale)
13.54,16.3,12.78,7.66,SM-B,FST
14.38,14.1,18.52,15.78,PC,ENSA / ENSAM
13.58,15.84,18.49,11.29,SM-B,ENSA / ENSAM
10.0,6.25,4.45,9.46,Eco-Gestion,Faculté (Licence Fondamentale)
13.62,14.45,9.1,14.38,SVT,FST
17.39,17.29,13.8,14.44,PC,CPGE (Prépas)
14.35,13.62,8.42,17.06,Eco-Gestion,ENCG
15.89,13.42,15.23,19.33,PC,ENSA / ENSAM
12.29,17.05,16.85,17.06,SM-B,ENSA / ENSAM
15.25,10.05,14.75,11.49,Eco-Gestion,ENCG
13.84,14.91,14.46,11.13,SM-B,ENSA / ENSAM
10.15,15.64,16.53,11.53,PC,ENSA / ENSAM
13.96,17.35,14.45,12.02,SM-A,ENSA / ENSAM
10.02,12.15,12.39,14.17,SVT,Faculté (Licence Fondamentale)
11.1,15.27,16.69,12.33,SM-B,ENSA / ENSAM
13.57,12.69,13.06,15.95,PC,FST
13.89,12.04,11.63,16.14,Eco-Gestion,ENCG
10.0,15.05,12.25,13.21,SM-B,Faculté (Licence Fondamentale)
16.16,14.62,15.47,17.42,PC,ENSA / ENSAM
14.72,11.03,17.24,15.37,SM-A,FST
10.89,16.91,8.33,16.85,SM-B,Faculté (Licence Fondamentale)
10.0,11.95,14.98,12.49,PC,Faculté (Licence Fondamentale)
12.57,16.81,16.28,15.68,SM-B,ENSA / ENSAM
11.66,15.63,16.51,14.25,PC,ENSA / ENSAM
13.34,8.73,8.75,15.69,SVT,FST
11.91,15.67,17.45,11.46,PC,ENSA / ENSAM
10.0,15.82,13.68,16.23,PC,ENSA / ENSAM
11.83,13.48,19.37,8.44,PC,ENSA / ENSAM
12.08,17.29,9.92,11.86,Eco-Gestion,ENCG
14.9,14.39,14.61,12.78,PC,ENSA / ENSAM
10.91,9.79,8.9,14.46,SVT,Faculté (Licence Fondamentale)
18.04,14.2,13.46,8.88,SM-A,ENSA / ENSAM
10.0,10.49,14.93,10.46,SVT,Faculté (Licence Fondamentale)
16.93,14.54,15.39,11.89,SM-A,ENSA / ENSAM
12.33,18.68,10.51,14.01,Eco-Gestion,ENCG
15.58,14.83,13.77,13.7,Eco-Gestion,ENSA / ENSAM
13.24,11.52,17.07,12.7,Eco-Gestion,ENCG
16.42,15.12,13.71,7.82,SM-A,CPGE (Prépas)
11.84,14.46,3.96,12.98,SVT,FST
10.0,15.59,19.48,7.51,SM-B,ENSA / ENSAM
17.26,9.3,10.59,12.41,Eco-Gestion,ENCG
12.66,14.9,14.84,9.22,SM-A,ENSA / ENSAM
13.66,13.07,4.04,12.92,SVT,FST
16.7,10.2,14.05,18.27,Eco-Gestion,ENCG
10.0,13.34,18.78,12.05,PC,ENSA / ENSAM
14.79,9.1,16.24,14.56,SVT,FST
11.23,16.01,16.37,13.82,SM-A,ENSA / ENSAM
12.6,15.86,12.35,12.19,SM-B,FST
13.22,17.25,14.75,15.71,SM-B,ENSA / ENSAM
10.0,16.77,13.24,9.04,SM-B,ENSA / ENSAM
10.66,13.69,14.95,14.01,PC,ENSA / ENSAM
17.05,9.85,9.15,16.16,SVT,FST
15.66,12.44,8.89,13.05,Eco-Gestion,ENCG
12.81,16.14,11.88,14.78,SVT,FST
13.73,14.5,17.05,19.95,SM-B,ENSA / ENSAM
12.12,12.42,13.64,13.53,PC,FST
17.07,17.75,14.82,9.84,SM-B,Medecine / Pharmacie
12.4,15.78,16.2,11.78,SM-A,ENSA / ENSAM
13.7,13.82,14.49,13.72,SVT,ENSA / ENSAM
16.44,13.94,17.66,10.43,PC,ENSA / ENSAM
10.67,14.09,14.47,11.52,SM-B,ENSA / ENSAM
17.68,12.39,19.66,19.52,PC,Medecine / Pharmacie
10.0,15.29,15.18,12.44,SM-A,ENSA / ENSAM
17.89,18.21,17.61,7.67,SM-A,Medecine / Pharmacie
11.88,13.43,7.08,18.27,SVT,FST
12.27,14.88,14.35,12.28,PC,ENSA / ENSAM
10.0,15.42,16.05,16.13,SM-B,ENSA / ENSAM
11.64,13.7,18.68,17.82,SM-B,ENSA / ENSAM
10.0,9.37,11.22,18.13,Eco-Gestion,Faculté (Licence Fondamentale)
11.18,18.47,14.33,15.44,SM-B,ENSA / ENSAM
12.59,20.0,11.32,11.1,SVT,FST
15.87,16.34,15.49,11.43,SM-A,CPGE (Prépas)
13.62,16.88,12.49,11.0,SM-B,FST
13.92,14.27,5.74,15.71,Eco-Gestion,ENCG
10.0,5.96,5.81,11.5,SVT,Faculté (Licence Fondamentale)
10.36,12.86,14.98,13.17,SVT,Faculté (Licence Fondamentale)
18.4,11.26,12.74,10.39,SVT,FST
10.79,12.42,7.4,13.25,SVT,Faculté (Licence Fondamentale)
17.97,11.61,8.59,13.5,SVT,FST
12.27,12.48,14.53,8.18,SVT,FST
13.01,15.85,13.48,15.61,SM-A,ENSA / ENSAM
16.21,17.51,16.02,10.89,SM-A,Medecine / Pharmacie
16.82,14.66,6.41,7.79,Eco-Gestion,ENCG
12.67,13.45,14.93,15.03,SM-B,ENSA / ENSAM
11.84,8.05,18.65,13.39,PC,FST
12.83,12.86,15.2,16.28,SM-A,FST
14.01,15.2,18.2,8.9,PC,CPGE (Prépas)
15.67,10.76,8.23,18.15,Eco-Gestion,ENCG
13.01,17.28,20.0,11.6,SM-B,ENSA / ENSAM
14.86,14.55,14.71,17.14,SM-A,ENSA / ENSAM
17.92,15.27,15.25,13.29,SM-A,CPGE (Prépas)
14.14,16.08,13.7,12.59,SM-B,CPGE (Prépas)
13.93,15.64,14.98,15.83,SM-B,ENSA / ENSAM
10.0,17.52,14.32,11.82,PC,ENSA / ENSAM
10.0,12.35,16.37,11.38,PC,Faculté (Licence Fondamentale)
14.17,16.48,17.21,5.42,SM-B,CPGE (Prépas)
12.72,16.98,14.08,14.38,SM-A,ENSA / ENSAM
11.46,9.31,14.59,15.74,SVT,FST
13.73,13.71,13.38,10.76,Eco-Gestion,ENSA / ENSAM
12.82,10.14,13.26,10.7,Eco-Gestion,ENCG
16.38,16.89,15.35,14.51,PC,Medecine / Pharmacie
13.26,20.0,13.59,13.21,SM-B,ENSA / ENSAM
10.76,18.11,16.9,12.02,SM-A,ENSA / ENSAM
15.97,14.97,14.53,17.34,SM-A,ENSA / ENSAM
12.35,13.44,16.16,11.72,PC,ENSA / ENSAM
14.58,15.41,16.31,9.99,PC,CPGE (Prépas)
11.57,9.09,5.0,10.51,SVT,FST
11.05,14.38,14.97,15.06,Eco-Gestion,ENSA / ENSAM
13.25,13.66,10.62,15.32,Eco-Gestion,ENCG
13.04,12.86,16.41,12.7,Eco-Gestion,ENCG
14.44,16.69,17.75,15.21,PC,CPGE (Prépas)
12.19,5.97,13.79,12.62,SVT,FST
10.0,15.11,12.03,12.98,SM-B,Faculté (Licence Fondamentale)
11.7,14.07,13.39,8.58,PC,ENSA / ENSAM
15.38,13.46,13.62,13.57,SVT,ENSA / ENSAM
12.11,16.3,15.83,12.84,PC,ENSA / ENSAM
12.26,14.17,11.88,18.56,SM-B,FST
15.96,18.26,12.21,13.47,SM-B,CPGE (Prépas)
10.86,11.7,10.18,11.77,SVT,Faculté (Licence Fondamentale)
10.0,16.76,16.64,14.21,SM-A,ENSA / ENSAM
12.52,15.76,14.69,15.81,SM-B,ENSA / ENSAM
11.55,16.93,15.15,12.89,SM-B,ENSA / ENSAM
10.1,16.69,14.06,15.46,SM-B,ENSA / ENSAM
12.47,13.85,14.18,14.83,SM-B,ENSA / ENSAM
14.47,13.73,11.85,13.19,SM-A,FST
12.97,6.91,7.1,15.27,Eco-Gestion,ENCG
13.92,11.39,14.86,9.39,Eco-Gestion,ENCG
18.44,15.81,15.8,9.49,SM-B,CPGE (Prépas)
11.97,18.06,16.02,8.17,SM-A,ENSA / ENSAM
13.84,13.92,16.77,11.23,PC,ENSA / ENSAM
11.47,13.04,15.56,19.63,SM-A,ENSA / ENSAM
10.46,10.84,15.71,10.74,SVT,Faculté (Licence Fondamentale)
11.25,14.43,17.54,12.97,PC,ENSA / ENSAM
11.56,11.11,13.18,18.67,Eco-Gestion,FST
14.08,12.9,9.45,12.43,Eco-Gestion,ENCG
20.0,20.0,15.27,11.22,SM-A,Medecine / Pharmacie
10.85,8.56,5.52,14.09,Eco-Gestion,Faculté (Licence Fondamentale)
11.75,17.31,14.21,12.96,SM-A,ENSA / ENSAM
12.81,13.66,15.27,14.44,SM-A,ENSA / ENSAM
14.19,14.93,18.38,10.49,SM-A,ENSA / ENSAM
13.79,16.57,16.7,12.77,SM-A,ENSA / ENSAM
16.85,15.62,12.14,17.07,SM-A,CPGE (Prépas)
10.0,11.49,12.61,15.02,SVT,Faculté (Licence Fondamentale)
10.0,10.12,10.41,17.0,SVT,Faculté (Licence Fondamentale)
11.51,8.65,17.38,10.77,SVT,FST
16.29,13.64,15.26,19.63,SM-A,ENSA / ENSAM
